profit_center_id,profit_center,region,segment,month,account,budget_usd,actual_usd
PC-102,Orlando Retail,Southeast,Retail,2026-02,Fees,442320.0,431656.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Supplemental commissions,202730.0,212654.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Contingent commissions,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Investment income,55290.0,62114.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Compensation & benefits,976790.0,987610.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Occupancy & office,110580.0,113613.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Integration costs,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-02,Other operating expenses,165870.0,173195.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Core commissions,1900000.0,1838223.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Fees,456000.0,413328.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Supplemental commissions,209000.0,205143.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Contingent commissions,85500.0,76674.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Investment income,57000.0,65355.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Compensation & benefits,1007000.0,1029740.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Occupancy & office,114000.0,112310.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Integration costs,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-03,Other operating expenses,171000.0,175253.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Core commissions,1843000.0,1819918.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Fees,442320.0,478993.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Supplemental commissions,202730.0,201896.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Contingent commissions,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Investment income,55290.0,61084.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Compensation & benefits,976790.0,980387.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Occupancy & office,110580.0,108481.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Integration costs,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-04,Other operating expenses,165870.0,168115.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Core commissions,1900000.0,1990704.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Fees,456000.0,446825.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Supplemental commissions,209000.0,203134.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Contingent commissions,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Investment income,57000.0,63873.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Compensation & benefits,1007000.0,982283.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Occupancy & office,114000.0,109870.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Integration costs,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-05,Other operating expenses,171000.0,160320.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Core commissions,2014000.0,2044801.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Fees,483360.0,511596.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Supplemental commissions,221540.0,219816.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Contingent commissions,85500.0,59414.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Investment income,60420.0,69469.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Compensation & benefits,1067420.0,1069285.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Occupancy & office,120840.0,125394.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Integration costs,0.0,0.0
PC-102,Orlando Retail,Southeast,Retail,2026-06,Other operating expenses,181260.0,191723.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Core commissions,2226000.0,2095507.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Fees,534240.0,557824.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Supplemental commissions,244860.0,249309.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Contingent commissions,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Investment income,66780.0,73859.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Compensation & benefits,1179780.0,1189758.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Occupancy & office,133560.0,129410.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-01,Other operating expenses,200340.0,198249.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Core commissions,2037000.0,2025688.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Fees,488880.0,533252.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Supplemental commissions,224070.0,232492.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Contingent commissions,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Investment income,61110.0,68445.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Compensation & benefits,1079610.0,1058794.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Occupancy & office,122220.0,126255.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-02,Other operating expenses,183330.0,194198.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Core commissions,2100000.0,2049208.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Fees,504000.0,518006.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Supplemental commissions,231000.0,233517.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Contingent commissions,94500.0,336000.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Investment income,63000.0,70709.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Compensation & benefits,1113000.0,1131607.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Occupancy & office,126000.0,126306.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-03,Other operating expenses,189000.0,173897.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Core commissions,2037000.0,1994017.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Fees,488880.0,441896.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Supplemental commissions,224070.0,233685.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Contingent commissions,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Investment income,61110.0,69659.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Compensation & benefits,1079610.0,1067141.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Occupancy & office,122220.0,117898.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-04,Other operating expenses,183330.0,194418.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Core commissions,2100000.0,2212631.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Fees,504000.0,462234.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Supplemental commissions,231000.0,230676.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Contingent commissions,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Investment income,63000.0,71545.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Compensation & benefits,1113000.0,1130752.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Occupancy & office,126000.0,122254.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-05,Other operating expenses,189000.0,188253.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Core commissions,2226000.0,2239304.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Fees,534240.0,509137.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Supplemental commissions,244860.0,253979.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Contingent commissions,94500.0,80772.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Investment income,66780.0,74951.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Compensation & benefits,1179780.0,1196056.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Occupancy & office,133560.0,130367.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Integration costs,0.0,0.0
PC-103,Tampa Bay Retail,Southeast,Retail,2026-06,Other operating expenses,200340.0,194305.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Core commissions,1802000.0,1909071.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Fees,432480.0,445444.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Supplemental commissions,198220.0,196993.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Contingent commissions,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Investment income,54060.0,59318.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Compensation & benefits,955060.0,939284.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Occupancy & office,108120.0,106720.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-01,Other operating expenses,162180.0,164472.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Core commissions,1649000.0,1595595.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Fees,395760.0,373615.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Supplemental commissions,181390.0,173608.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Contingent commissions,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Investment income,49470.0,54602.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Compensation & benefits,873970.0,895229.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Occupancy & office,98940.0,101787.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-02,Other operating expenses,148410.0,138220.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Core commissions,1700000.0,1646553.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Fees,408000.0,421789.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Supplemental commissions,187000.0,181656.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Contingent commissions,76500.0,63999.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Investment income,51000.0,57337.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Compensation & benefits,901000.0,899523.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Occupancy & office,102000.0,104322.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-03,Other operating expenses,153000.0,160528.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Core commissions,1649000.0,1587738.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Fees,395760.0,363856.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Supplemental commissions,181390.0,180139.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Contingent commissions,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Investment income,49470.0,55309.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Compensation & benefits,873970.0,885982.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Occupancy & office,98940.0,100312.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-04,Other operating expenses,148410.0,159907.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Core commissions,1700000.0,1618077.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Fees,408000.0,400054.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Supplemental commissions,187000.0,183995.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Contingent commissions,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Investment income,51000.0,56351.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Compensation & benefits,901000.0,884253.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Occupancy & office,102000.0,101581.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-05,Other operating expenses,153000.0,151088.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Core commissions,1802000.0,1754113.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Fees,432480.0,410839.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Supplemental commissions,198220.0,206610.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Contingent commissions,76500.0,66066.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Investment income,54060.0,60710.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Compensation & benefits,955060.0,929307.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Occupancy & office,108120.0,112439.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Integration costs,0.0,0.0
PC-104,Atlanta Retail,Southeast,Retail,2026-06,Other operating expenses,162180.0,170900.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Core commissions,1325000.0,1399570.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Fees,318000.0,345117.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Supplemental commissions,145750.0,150832.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Contingent commissions,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Investment income,39750.0,44486.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Compensation & benefits,702250.0,690189.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Occupancy & office,79500.0,78871.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-01,Other operating expenses,119250.0,110829.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Core commissions,1212500.0,1194891.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Fees,291000.0,319245.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Supplemental commissions,133375.0,130243.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Contingent commissions,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Investment income,36375.0,40642.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Compensation & benefits,642625.0,639656.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Occupancy & office,72750.0,75412.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-02,Other operating expenses,109125.0,117775.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Core commissions,1250000.0,1258365.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Fees,300000.0,313104.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Supplemental commissions,137500.0,132753.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Contingent commissions,56250.0,51168.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Investment income,37500.0,42178.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Compensation & benefits,662500.0,664177.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Occupancy & office,75000.0,76488.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-03,Other operating expenses,112500.0,104529.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Core commissions,1212500.0,1224748.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Fees,291000.0,291166.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Supplemental commissions,133375.0,138079.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Contingent commissions,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Investment income,36375.0,41746.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Compensation & benefits,642625.0,626435.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Occupancy & office,72750.0,70922.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-04,Other operating expenses,109125.0,110784.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Core commissions,1250000.0,1276282.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Fees,300000.0,284112.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Supplemental commissions,137500.0,132273.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Contingent commissions,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Investment income,37500.0,41429.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Compensation & benefits,662500.0,666257.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Occupancy & office,75000.0,75716.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-05,Other operating expenses,112500.0,111046.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Core commissions,1325000.0,1338304.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Fees,318000.0,319449.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Supplemental commissions,145750.0,152086.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Contingent commissions,56250.0,42606.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Investment income,39750.0,43897.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Compensation & benefits,702250.0,697859.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Occupancy & office,79500.0,80592.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Integration costs,0.0,0.0
PC-105,Charlotte Retail,Southeast,Retail,2026-06,Other operating expenses,119250.0,115434.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Core commissions,1038800.0,1015885.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Fees,249312.0,261871.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Supplemental commissions,114268.0,109384.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Contingent commissions,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Investment income,31164.0,35836.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Compensation & benefits,550564.0,566952.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Occupancy & office,62328.0,60200.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-01,Other operating expenses,93492.0,89201.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Core commissions,950600.0,923816.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Fees,228144.0,247913.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Supplemental commissions,104566.0,108549.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Contingent commissions,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Investment income,28518.0,31717.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Compensation & benefits,503818.0,493472.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Occupancy & office,57036.0,58559.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-02,Other operating expenses,85554.0,88340.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Core commissions,980000.0,993133.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Fees,235200.0,258119.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Supplemental commissions,107800.0,109460.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Contingent commissions,44100.0,34453.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Investment income,29400.0,32574.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Compensation & benefits,519400.0,524492.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Occupancy & office,58800.0,60865.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-03,Other operating expenses,88200.0,83039.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Core commissions,950600.0,906731.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Fees,228144.0,210214.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Supplemental commissions,104566.0,105123.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Contingent commissions,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Investment income,28518.0,32120.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Compensation & benefits,503818.0,510396.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Occupancy & office,57036.0,55684.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Integration costs,0.0,0.0
PC-106,Nashville Retail,Southeast,Retail,2026-04,Other operating expenses,85554.0,87392.0
PC-106,Nashville Retail,Southeast,Retail,2026-05,Core commissions,980000.0,952245.0
